id	name	source_domain	primary_field	current_horizon	legacy_ordering_day	relative_chance	requires_all	requires_any	learning_route_count	learning_route_foundations	reference_transformation	role	review_status	presentation_tier	stack_gaps	chronology_risk	review_note
ceramic_pipe_fit_gauges	Ceramic Pipe Fit Gauges		D02	H03	0	0.002		"[[""clay_shaping"",""joinery""]]"	1	"[{""id"":""local"",""requires_all"":[""standard_measures""],""requires_any"":[[""clay_shaping"",""joinery""]],""progress_multiplier"":1.0}]"			unreviewed				pending
ceramic_slip_casting	Ceramic Slip Casting		D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""clay_levigation"",""clay_shaping""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
cereal_dehulling	Cereal Dehulling		D01	H01	0	0.002			1	"[{""id"":""local"",""requires_all"":[""grain_milling""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
chain_power_transmission	Chain-Power Transmission		D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""forge_welding"",""gear_ratios""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
charcoal	Charcoal Production	production	D05		35	0.004			1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
charcoal_retorts	Charcoal Retorts	production	D05		0	0.002			1	"[{""id"":""local"",""requires_all"":[""charcoal"",""pressure_vessels"",""refractory_brick_firing""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
charge_regulation	Charge Regulation	production	D05		0	0.002			1	"[{""id"":""local"",""requires_all"":[""battery_bank_wiring"",""resistive_sensing"",""electromagnetic_relays""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
chemical_distillation	Chemical Distillation	production	D04		11000	0.002			1	"[{""id"":""local"",""requires_all"":[""sealed_vessels"",""kiln_control""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
child_growth_records	Child Growth Records	demography	D14		7000	0.002			1	"[{""id"":""local"",""requires_all"":[""case_records"",""census_rolls""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
chloralkali_cells	Chlor-Alkali Cells	production	D04		65000	0.002			1	"[{""id"":""local"",""requires_all"":[""brine_purification"",""electrochemical_cells"",""electrical_generators"",""pressure_vessels"",""brine_purification"",""electrochemical_cells"",""electrical_generators"",""pressure_vessels""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
chlorosilane_purification	Chlorosilane Purification	production	D04		85000	0.002			1	"[{""id"":""local"",""requires_all"":[""silicon_smelting"",""fractional_distillation"",""silicon_smelting"",""fractional_distillation""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
civic_games	Civic Games	culture	D19		1200	0.005			2	"[{""id"":""local"",""requires_all"":[""festival_calendar"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""experimental"",""requires_all"":[""formation_drill"",""customary_law""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
civic_infirmaries	Civic Infirmaries	health	D14		25000	0.001			1	"[{""id"":""local"",""requires_all"":[""surgical_anatomy"",""public_stores"",""trained_midwives""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
clay_levigation	Clay Levigation	production	D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""clay_shaping"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
clay_pipe_forming	Clay Pipe Forming		D02	H02	0	0.002			1	"[{""id"":""local"",""requires_all"":[""clay_shaping"",""clay_tempering""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
clay_pipe_socket_jointing	Clay Pipe Socket Jointing		D02	H02	0	0.002		"[[""lime_mortar"",""clay_tempering""]]"	1	"[{""id"":""local"",""requires_all"":[""standard_measures""],""requires_any"":[[""lime_mortar"",""clay_tempering""]],""progress_multiplier"":1.0}]"			unreviewed				pending
clay_record_tablets	Clay Record Tablets		D13		0	0.002			1	"[{""id"":""local"",""requires_all"":[""clay_shaping"",""pictographic_records""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
clay_shaping	Clay Vessels	production	D04		15	0.006			1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[],""progress_multiplier"":1.0}]"	T03	anchor	keep	notice		root_density	Valid early practice with a clay sample; paced exposure should prevent a day-one cluster.
clay_tempering	Tempered Clay	production	D04		180	0.006			1	"[{""id"":""local"",""requires_all"":[""clay_shaping"",""clay_testing""],""requires_any"":[],""progress_multiplier"":1.0}]"	T03	anchor	keep	program_report		none	Combines vessel shaping with comparative material evidence.
clay_testing	Clay Testing	production	D04		80	0.008			1	"[{""id"":""local"",""requires_all"":[],""requires_any"":[],""progress_multiplier"":1.0}]"	T01	anchor	keep	program_report		none	Material observation precedes reliable vessels and firing.
clean_water	Clean-Water Practice	health	D02		45	0.004			2	"[{""id"":""local"",""requires_all"":[""wound_cleaning""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""experimental"",""requires_all"":[""tallies"",""well_siting""],""requires_any"":[],""progress_multiplier"":1.0}]"	T04	anchor	keep	notice		none	Practice can arise from wound experience or counted illness around wells; operation still needs accessible freshwater.
clinical_observation_rounds	Clinical Observation Rounds		D14		0	0.002		"[[""birth_attendants"",""civic_infirmaries""]]"	1	"[{""id"":""local"",""requires_all"":[""case_records""],""requires_any"":[[""birth_attendants"",""civic_infirmaries""]],""progress_multiplier"":1.0}]"			unreviewed				pending
clinical_pulse_assessment	Clinical Pulse Assessment		D14		0	0.002			1	"[{""id"":""local"",""requires_all"":[""clinical_observation_rounds"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
clinker_shell_construction	Clinker Shell Construction	movement	D10		0	0.002			1	"[{""id"":""local"",""requires_all"":[""keel_scarfing"",""plank_spiling"",""caulking_fiber_preparation"",""forge_welding""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
coal_grading	Coal Grading	ecology	D05		20500	0.0018			1	"[{""id"":""local"",""requires_all"":[""quarry_reading"",""framed_construction""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
coal_light_oil_recovery	Coal Light-oil Recovery		D04	H04	0	0.002			1	"[{""id"":""local"",""requires_all"":[""coke_firing"",""fractional_distillation""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
coastal_watercraft	Coastal Watercraft	logistics	D10		600	0.003			4	"[{""id"":""local"",""requires_all"":[""river_craft"",""joinery""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""experimental"",""requires_all"":[""river_craft"",""basketry""],""requires_any"":[],""progress_multiplier"":1.0},{""id"":""mechanical:local"",""requires_all"":[""river_craft"",""joinery"",""displacement_buoyancy""],""requires_any"":[],""progress_multiplier"":1.15},{""id"":""experimental:mechanical:experimental"",""requires_all"":[""river_craft"",""basketry"",""displacement_buoyancy""],""requires_any"":[],""progress_multiplier"":1.15}]"			unreviewed				pending
coil_spring_tempering	Coil Spring Tempering	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""spring_wire_coiling"",""toolbit_heat_treatment""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
coke_firing	Coke Firing	production	D05		30000	0.0013			1	"[{""id"":""local"",""requires_all"":[""coal_grading"",""kiln_control""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
cold_rivet_setting	Cold Rivet Setting	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""rivet_blank_heading"",""rivet_hole_alignment""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
column_buckling	Column Buckling	knowledge	D12		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""stress_strain_relations"",""similar_triangles"",""stress_strain_relations"",""similar_triangles""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
column_drilling_machines	Column Drilling Machines	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""quill_feed_mechanisms"",""drill_bit_fluting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
combinatorics	Combinatorial Counting	knowledge	D12		19000	0.002			1	"[{""id"":""local"",""requires_all"":[""place_value"",""tallies"",""place_value"",""tallies""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
comparative_anatomy	Comparative Anatomy		D15		0	0.002			1	"[{""id"":""local"",""requires_all"":[""herbal_classification"",""habitat_observation_records""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
comparative_chronicles	Comparative Chronicles	culture	D19		9000	0.002			1	"[{""id"":""local"",""requires_all"":[""oral_epics"",""formal_archives""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
comparative_mineral_hardness	Comparative Mineral Hardness	ecology	D22		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""controlled_flaking"",""standard_measures"",""controlled_flaking"",""standard_measures""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
complex_numbers	Complex Numbers	knowledge	D12		34000	0.002			1	"[{""id"":""local"",""requires_all"":[""polynomial_equations"",""polynomial_equations""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
compound_microscopy	Compound Microscopy	knowledge	D12		0	0.002			1	"[{""id"":""local"",""requires_all"":[""eyepiece_design"",""fine_focus_stages"",""illumination_apertures"",""specimen_slide_mounting""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
compound_pulleys	Compound Pulleys	knowledge	D06		12000	0.002			1	"[{""id"":""local"",""requires_all"":[""rope_rigging"",""lever_moments"",""rope_rigging"",""lever_moments""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
compressed_air_systems	Compressed Air Systems	production	D06		0	0.002			1	"[{""id"":""local"",""requires_all"":[""pressure_vessels"",""electric_motors""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
concrete_compaction_practice	Concrete Compaction Practice		D08		0	0.002		"[[""concrete_formwork_systems"",""experimental_controls""]]"	1	"[{""id"":""local"",""requires_all"":[""concrete_mix_design""],""requires_any"":[[""concrete_formwork_systems"",""experimental_controls""]],""progress_multiplier"":1.0}]"			unreviewed				pending
concrete_curing_control	Concrete Curing Control		D08		0	0.002			1	"[{""id"":""local"",""requires_all"":[""concrete_mix_design""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
concrete_formwork_systems	Concrete Formwork Systems		D08		0	0.002			1	"[{""id"":""local"",""requires_all"":[""joinery"",""concrete_mix_design""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
concrete_mix_design	Concrete-Mix Design		D08		0	0.002		"[[""hydraulic_lime_binders"",""pozzolanic_binder_blends"",""portland_cement_clinker""]]"	1	"[{""id"":""local"",""requires_all"":[""standard_measures"",""structural_load_testing""],""requires_any"":[[""hydraulic_lime_binders"",""pozzolanic_binder_blends"",""portland_cement_clinker""]],""progress_multiplier"":1.0}]"			unreviewed				pending
condensative_step_polymerization	Condensative Step Polymerization		D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""polymer_monomer_purification""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
conditional_branch_circuits	Conditional Branch Circuits	production	D21		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""binary_adders"",""transistor_inverters""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
conduit_infiltration_testing	Conduit Infiltration Testing		D02	H03	0	0.002		"[[""clay_pipe_socket_jointing"",""wooden_log_conduits"",""pressure_pipe_jointing""]]"	1	"[{""id"":""local"",""requires_all"":[""standard_measures""],""requires_any"":[[""clay_pipe_socket_jointing"",""wooden_log_conduits"",""pressure_pipe_jointing""]],""progress_multiplier"":1.0}]"			unreviewed				pending
constrained_optimization	Constrained Optimization	knowledge	D12		58000	0.002			1	"[{""id"":""local"",""requires_all"":[""differential_calculus"",""numerical_root_finding"",""differential_calculus"",""numerical_root_finding""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
contagion_mapping	Contagion Mapping	health	D14		41000	0.0008			1	"[{""id"":""local"",""requires_all"":[""case_records"",""census_rolls"",""regional_maps""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
continuous_metal_casting	Continuous Metal Casting		D04		0	0.002			1	"[{""id"":""local"",""requires_all"":[""steel_refining"",""metal_casting_feed_design""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
contour_cultivation	Contour Cultivation	nutrition	D03		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""geometric_survey"",""crop_calendars""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
controlled_baking	Controlled Baking		D01	H02	0	0.002			1	"[{""id"":""local"",""requires_all"":[""kiln_control"",""hand_dough_forming""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
controlled_flaking	Controlled Flaking	production	D06		45	0.008			1	"[{""id"":""local"",""requires_all"":[""stone_sorting""],""requires_any"":[],""progress_multiplier"":1.0}]"	T02	anchor	keep	notice		none	Uses selected stone and an encountered knappable resource.
controlled_pollination	Controlled Pollination	nutrition	D01		0	0.0025			1	"[{""id"":""local"",""requires_all"":[""progeny_rows"",""experimental_controls""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
convalescent_duty_reviews	Convalescent Duty Reviews	security	D20		0	0.002			1	"[{""id"":""local"",""requires_all"":[""triage_registers"",""work_rest_limits""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
coordinate_geometry	Coordinate Geometry	knowledge	D12		35000	0.002			1	"[{""id"":""local"",""requires_all"":[""symbolic_algebra"",""straightedge_compass"",""symbolic_algebra"",""straightedge_compass""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
coordination_polymerization	Coordination Polymerization		D04		0	0.002		"[[""polymer_chain_models"",""experimental_controls""]]"	1	"[{""id"":""local"",""requires_all"":[""industrial_catalyst_design""],""requires_any"":[[""polymer_chain_models"",""experimental_controls""]],""progress_multiplier"":1.0}]"			unreviewed				pending
copolymer_sequence_control	Copolymer Sequence Control		D04		0	0.002		"[[""radical_chain_polymerization"",""ionic_chain_polymerization"",""coordination_polymerization""]]"	1	"[{""id"":""local"",""requires_all"":[""polymer_molecular_weight_control""],""requires_any"":[[""radical_chain_polymerization"",""ionic_chain_polymerization"",""coordination_polymerization""]],""progress_multiplier"":1.0}]"			unreviewed				pending
copper_casting	Reusable Casting	production	D04		6000	0.0025			1	"[{""id"":""local"",""requires_all"":[""copper_smelting"",""clay_tempering""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
copper_smelting	Copper Smelting	production	D04		4400	0.0028			1	"[{""id"":""local"",""requires_all"":[""ore_assaying"",""charcoal""],""requires_any"":[],""progress_multiplier"":1.0}]"			unreviewed				pending
