effect	side	block_end_year	raw_block_total	scale	running_total	target
craft_output	benefit	1850	0.0066	1.0	0.5886	0.5893
craft_output	benefit	1900	0.0157	0.514	0.5967	0.5967
craft_output	benefit	1950	0.0139	0.528	0.604	0.604
craft_output	cost	1950	0.001	1.0	0.0082	0.278
craft_output	benefit	2000	0.0124	0.591	0.6113	0.6113
craft_output	benefit	2050	0.0138	0.531	0.6187	0.6187
craft_output	cost	2050	0.002	1.0	0.0102	0.282
craft_output	benefit	2100	0.0063	1.0	0.625	0.626
craft_output	benefit	2150	0.0139	0.602	0.6333	0.6333
craft_output	benefit	2200	0.0134	0.547	0.6407	0.6407
craft_output	benefit	2250	0.0062	1.0	0.6469	0.648
craft_output	benefit	2300	0.0111	0.763	0.6553	0.6553
craft_output	cost	2300	0.002	1.0	0.0122	0.292
craft_output	benefit	2350	0.0159	0.461	0.6627	0.6627
craft_output	benefit	2400	0.0278	0.264	0.67	0.67
craft_output	cost	2400	0.0012	1.0	0.0134	0.296
craft_output	benefit	2450	0.0299	0.736	0.692	0.692
craft_output	benefit	2500	0.0328	0.671	0.714	0.714
craft_output	benefit	2550	0.0226	1.0	0.7366	0.7388
craft_output	cost	2550	0.001	1.0	0.0144	0.305
craft_output	benefit	2600	0.0424	0.634	0.7635	0.7635
craft_output	cost	2600	0.002	1.0	0.0164	0.308
craft_output	benefit	2650	0.0387	0.711	0.791	0.791
craft_output	cost	2650	0.004	1.0	0.0204	0.311
craft_output	benefit	2700	0.0342	0.804	0.8185	0.8185
craft_output	benefit	2750	0.0337	0.898	0.8488	0.8488
craft_output	benefit	2800	0.0365	0.829	0.879	0.879
craft_output	benefit	2850	0.0534	0.618	0.912	0.912
craft_output	cost	2850	0.002	1.0	0.0224	0.325
craft_output	benefit	2900	0.0159	1.0	0.9279	0.945
craft_output	cost	2900	0.009	1.0	0.0314	0.33
craft_output	benefit	2950	0.0035	1.0	0.9314	0.9725
craft_output	cost	2950	0.007	1.0	0.0384	0.335
craft_output	benefit	3000	0.001	1.0	0.9324	1.0
craft_output	cost	3000	0.01	1.0	0.0484	0.34
cultivation_yield	benefit	50	0.1499	1.0	0.1499	0.15
cultivation_yield	benefit	100	0.03	1.0	0.1799	0.18
cultivation_yield	benefit	150	0.0277	1.0	0.2076	0.2075
cultivation_yield	benefit	200	0.0275	1.0	0.2351	0.235
cultivation_yield	benefit	250	0.02	1.0	0.2551	0.2625
cultivation_yield	benefit	300	0.0351	1.0	0.2902	0.29
cultivation_yield	benefit	350	0.03	1.0	0.3202	0.3233
cultivation_yield	benefit	400	0.03	1.0	0.3502	0.3567
cultivation_yield	benefit	450	0.0397	1.0	0.3899	0.39
cultivation_yield	benefit	500	0.0367	1.0	0.4266	0.4267
cultivation_yield	benefit	550	0.03	1.0	0.4566	0.4633
cultivation_yield	benefit	600	0.0433	1.0	0.4999	0.5
cultivation_yield	benefit	650	0.0137	0.299	0.504	0.504
cultivation_yield	cost	650	0.0017	1.0	0.0017	0.1945
cultivation_yield	benefit	700	0.0251	0.159	0.508	0.508
cultivation_yield	benefit	750	0.0281	0.142	0.512	0.512
cultivation_yield	benefit	800	0.0195	0.205	0.516	0.516
cultivation_yield	benefit	850	0.0083	0.482	0.52	0.52
cultivation_yield	benefit	900	0.0292	0.137	0.524	0.524
cultivation_yield	benefit	950	0.0132	0.303	0.528	0.528
cultivation_yield	benefit	1000	0.0139	0.288	0.532	0.532
cultivation_yield	cost	1000	0.0048	1.0	0.0065	0.2088
cultivation_yield	benefit	1050	0.0092	0.435	0.536	0.536
cultivation_yield	benefit	1100	0.021	0.19	0.54	0.54
cultivation_yield	benefit	1150	0.0223	0.179	0.544	0.544
cultivation_yield	cost	1150	0.0026	1.0	0.0091	0.215
cultivation_yield	benefit	1200	0.0042	0.952	0.548	0.548
cultivation_yield	cost	1200	0.0008	1.0	0.0099	0.217
cultivation_yield	benefit	1250	0.0201	0.199	0.552	0.552
cultivation_yield	benefit	1300	0.0079	0.506	0.556	0.556
cultivation_yield	cost	1300	0.001	1.0	0.0109	0.2205
cultivation_yield	benefit	1350	0.0182	0.22	0.56	0.56
cultivation_yield	benefit	1400	0.0215	0.186	0.564	0.564
cultivation_yield	benefit	1450	0.0481	0.083	0.568	0.568
cultivation_yield	cost	1450	0.001	1.0	0.0119	0.2257
cultivation_yield	benefit	1500	0.0351	0.114	0.572	0.572
cultivation_yield	cost	1500	0.003	1.0	0.0149	0.2275
cultivation_yield	benefit	1550	0.0191	0.209	0.576	0.576
cultivation_yield	benefit	1600	0.0222	0.18	0.58	0.58
cultivation_yield	benefit	1650	0.011	0.364	0.584	0.584
cultivation_yield	cost	1650	0.004	1.0	0.0189	0.2327
cultivation_yield	benefit	1700	0.0122	0.328	0.588	0.588
cultivation_yield	benefit	1750	0.0084	0.476	0.592	0.592
cultivation_yield	cost	1750	0.003	1.0	0.0219	0.2362
cultivation_yield	benefit	1800	0.0091	0.44	0.596	0.596
cultivation_yield	cost	1800	0.006	1.0	0.0279	0.238
cultivation_yield	benefit	1850	0.0165	0.323	0.6013	0.6013
cultivation_yield	cost	1850	0.008	1.0	0.0359	0.2397
cultivation_yield	cost	1900	0.009	1.0	0.0449	0.2415
cultivation_yield	benefit	1950	0.043	0.248	0.612	0.612
cultivation_yield	benefit	2000	0.043	0.124	0.6173	0.6173
cultivation_yield	cost	2000	0.003	1.0	0.0479	0.245
cultivation_yield	benefit	2050	0.01	0.533	0.6227	0.6227
cultivation_yield	benefit	2100	0.03	0.178	0.628	0.628
cultivation_yield	cost	2100	0.003	1.0	0.0509	0.2485
cultivation_yield	benefit	2150	0.003	1.0	0.631	0.6333
cultivation_yield	benefit	2200	0.017	0.451	0.6387	0.6387
cultivation_yield	cost	2200	0.002	1.0	0.0529	0.252
cultivation_yield	benefit	2250	0.0175	0.305	0.644	0.644
cultivation_yield	benefit	2300	0.033	0.162	0.6493	0.6493
cultivation_yield	benefit	2350	0.0505	0.106	0.6547	0.6547
cultivation_yield	benefit	2400	0.028	0.19	0.66	0.66
cultivation_yield	cost	2400	0.006	1.0	0.0589	0.259
cultivation_yield	benefit	2450	0.007	1.0	0.667	0.676
cultivation_yield	benefit	2500	0.0072	1.0	0.6742	0.692
cultivation_yield	cost	2500	0.003	1.0	0.0619	0.2642
cultivation_yield	benefit	2550	0.0516	0.694	0.71	0.71
cultivation_yield	benefit	2600	0.015	1.0	0.725	0.728
cultivation_yield	benefit	2650	0.0126	1.0	0.7376	0.748
cultivation_yield	cost	2650	0.004	1.0	0.0659	0.2721
cultivation_yield	benefit	2700	0.03	1.0	0.7676	0.768
cultivation_yield	benefit	2750	0.03	0.747	0.79	0.79
cultivation_yield	benefit	2800	0.0132	1.0	0.8032	0.812
cultivation_yield	cost	2800	0.008	1.0	0.0739	0.28
cultivation_yield	benefit	2850	0.032	1.0	0.8352	0.836
cultivation_yield	cost	2850	0.003	1.0	0.0769	0.2844
cultivation_yield	benefit	2900	0.0036	1.0	0.8388	0.86
cultivation_yield	cost	2900	0.006	1.0	0.0829	0.2887
cultivation_yield	benefit	2950	0.018	1.0	0.8568	0.88
cultivation_yield	benefit	3000	0.0204	1.0	0.8772	0.9
cultivation_yield	cost	3000	0.002	1.0	0.0849	0.2975
disaster_resilience	benefit	50	0.1051	1.0	0.1051	0.105
disaster_resilience	benefit	100	0.02	1.0	0.1251	0.126
disaster_resilience	benefit	150	0.0202	1.0	0.1453	0.1452
disaster_resilience	benefit	200	0.0192	1.0	0.1645	0.1645
disaster_resilience	benefit	250	0.0193	1.0	0.1838	0.1837
disaster_resilience	benefit	300	0.0192	1.0	0.203	0.203
disaster_resilience	benefit	350	0.0234	1.0	0.2264	0.2263
disaster_resilience	benefit	400	0.0234	1.0	0.2498	0.2497
disaster_resilience	benefit	450	0.0233	1.0	0.2731	0.273
disaster_resilience	benefit	500	0.0257	1.0	0.2988	0.2987
disaster_resilience	benefit	550	0.02	1.0	0.3188	0.3243
disaster_resilience	benefit	600	0.0314	1.0	0.3502	0.35
disaster_resilience	benefit	650	0.0198	0.217	0.3545	0.3545
disaster_resilience	benefit	700	0.0296	0.152	0.359	0.359
disaster_resilience	benefit	750	0.0061	0.738	0.3635	0.3635
disaster_resilience	benefit	800	0.0125	0.36	0.368	0.368
disaster_resilience	benefit	850	0.0227	0.198	0.3725	0.3725
disaster_resilience	benefit	900	0.018	0.25	0.377	0.377
disaster_resilience	benefit	950	0.0233	0.193	0.3815	0.3815
disaster_resilience	benefit	1000	0.0269	0.167	0.386	0.386
disaster_resilience	benefit	1050	0.021	0.214	0.3905	0.3905
disaster_resilience	benefit	1100	0.0191	0.236	0.395	0.395
disaster_resilience	benefit	1150	0.0042	1.0	0.3992	0.3995
disaster_resilience	benefit	1200	0.0161	0.298	0.404	0.404
disaster_resilience	benefit	1250	0.011	0.409	0.4085	0.4085
disaster_resilience	benefit	1300	0.0178	0.253	0.413	0.413
disaster_resilience	benefit	1350	0.013	0.346	0.4175	0.4175
disaster_resilience	benefit	1400	0.004	1.0	0.4215	0.422
disaster_resilience	benefit	1450	0.017	0.294	0.4265	0.4265
disaster_resilience	benefit	1500	0.012	0.375	0.431	0.431
disaster_resilience	benefit	1550	0.008	0.563	0.4355	0.4355
disaster_resilience	benefit	1600	0.019	0.237	0.44	0.44
disaster_resilience	benefit	1650	0.0185	0.243	0.4445	0.4445
disaster_resilience	benefit	1700	0.024	0.188	0.449	0.449
disaster_resilience	benefit	1750	0.014	0.321	0.4535	0.4535
disaster_resilience	benefit	1800	0.0215	0.209	0.458	0.458
disaster_resilience	benefit	1850	0.0202	0.297	0.464	0.464
disaster_resilience	benefit	1900	0.0042	1.0	0.4682	0.47
disaster_resilience	benefit	1950	0.0021	1.0	0.4703	0.476
disaster_resilience	benefit	2000	0.0104	1.0	0.4807	0.482
disaster_resilience	benefit	2050	0.0056	1.0	0.4863	0.488
disaster_resilience	benefit	2100	0.0159	0.484	0.494	0.494
disaster_resilience	benefit	2150	0.0068	0.882	0.5	0.5
disaster_resilience	benefit	2200	0.018	0.333	0.506	0.506
disaster_resilience	benefit	2250	0.0068	0.882	0.512	0.512
disaster_resilience	benefit	2300	0.0084	0.714	0.518	0.518
disaster_resilience	benefit	2350	0.029	0.207	0.524	0.524
disaster_resilience	cost	2350	0.002	1.0	0.002	0.294
disaster_resilience	benefit	2400	0.0243	0.247	0.53	0.53
disaster_resilience	benefit	2450	0.0028	1.0	0.5328	0.548
disaster_resilience	benefit	2500	0.0114	1.0	0.5442	0.566
disaster_resilience	benefit	2550	0.02	1.0	0.5642	0.5862
disaster_resilience	benefit	2600	0.0302	1.0	0.5944	0.6065
disaster_resilience	cost	2600	0.0008	1.0	0.0028	0.308
disaster_resilience	benefit	2650	0.0258	1.0	0.6202	0.629
disaster_resilience	benefit	2700	0.0278	1.0	0.648	0.6515
disaster_resilience	benefit	2750	0.0192	1.0	0.6672	0.6763
disaster_resilience	benefit	2800	0.045	0.751	0.701	0.701
disaster_resilience	benefit	2850	0.0312	0.865	0.728	0.728
disaster_resilience	benefit	2900	0.035	0.771	0.755	0.755
disaster_resilience	cost	2900	0.0008	1.0	0.0036	0.33
disaster_resilience	benefit	2950	0.0108	1.0	0.7658	0.7775
disaster_resilience	cost	2950	0.0008	1.0	0.0044	0.335
disaster_resilience	benefit	3000	0.0522	0.655	0.8	0.8
disaster_risk	benefit	50	0.06	1.0	0.06	0.06
disaster_risk	cost	50	0.009	1.0	0.009	0.2085
disaster_risk	benefit	100	0.0072	1.0	0.0672	0.0672
disaster_risk	benefit	150	0.0061	1.0	0.0733	0.0732
disaster_risk	benefit	200	0.0061	1.0	0.0794	0.0792
disaster_risk	cost	200	0.004	1.0	0.013	0.2492
disaster_risk	benefit	250	0.0053	1.0	0.0847	0.0846
disaster_risk	benefit	300	0.0054	1.0	0.0901	0.09
disaster_risk	benefit	350	0.0052	1.0	0.0953	0.0952
disaster_risk	benefit	400	0.0052	1.0	0.1005	0.1004
disaster_risk	cost	450	0.005	1.0	0.018	0.3169
disaster_risk	benefit	500	0.01	1.0	0.1105	0.1104
disaster_risk	benefit	550	0.0048	1.0	0.1153	0.1152
disaster_risk	benefit	600	0.0048	1.0	0.1201	0.12
disaster_risk	benefit	650	0.006	0.094	0.1207	0.1207
disaster_risk	benefit	700	0.0017	0.392	0.1213	0.1213
disaster_risk	benefit	750	0.0057	0.117	0.122	0.122
disaster_risk	benefit	800	0.0018	0.37	0.1227	0.1227
disaster_risk	benefit	850	0.0047	0.142	0.1233	0.1233
disaster_risk	benefit	900	0.0054	0.123	0.124	0.124
disaster_risk	cost	900	0.0017	1.0	0.0197	0.3802
disaster_risk	benefit	950	0.0082	0.081	0.1247	0.1247
disaster_risk	benefit	1000	0.005	0.133	0.1253	0.1253
disaster_risk	cost	1000	0.006	1.0	0.0257	0.3878
disaster_risk	benefit	1050	0.0024	0.278	0.126	0.126
disaster_risk	cost	1050	0.0046	1.0	0.0303	0.3916
disaster_risk	benefit	1100	0.0057	0.117	0.1267	0.1267
disaster_risk	benefit	1150	0.0052	0.128	0.1273	0.1273
disaster_risk	benefit	1200	0.0072	0.093	0.128	0.128
disaster_risk	benefit	1250	0.002	0.333	0.1287	0.1287
disaster_risk	cost	1250	0.001	1.0	0.0313	0.4062
disaster_risk	benefit	1300	0.002	0.333	0.1293	0.1293
disaster_risk	cost	1350	0.005	1.0	0.0363	0.4128
disaster_risk	benefit	1400	0.003	0.444	0.1307	0.1307
disaster_risk	cost	1400	0.001	1.0	0.0373	0.416
disaster_risk	benefit	1450	0.003	0.222	0.1313	0.1313
disaster_risk	benefit	1500	0.005	0.133	0.132	0.132
disaster_risk	cost	1500	0.001	1.0	0.0383	0.4225
disaster_risk	benefit	1550	0.004	0.167	0.1327	0.1327
disaster_risk	cost	1550	0.001	1.0	0.0393	0.4258
disaster_risk	benefit	1600	0.003	0.222	0.1333	0.1333
disaster_risk	benefit	1650	0.002	0.333	0.134	0.134
disaster_risk	cost	1650	0.001	1.0	0.0403	0.4323
disaster_risk	benefit	1700	0.005	0.133	0.1347	0.1347
disaster_risk	cost	1700	0.002	1.0	0.0423	0.4355
disaster_risk	benefit	1750	0.018	0.05	0.1356	0.1353
disaster_risk	cost	1750	0.004	1.0	0.0463	0.4388
disaster_risk	benefit	1800	0.005	0.087	0.136	0.136
disaster_risk	cost	1800	0.007	1.0	0.0533	0.442
disaster_risk	benefit	1850	0.009	0.096	0.1369	0.1369
disaster_risk	cost	1850	0.009	1.0	0.0623	0.4453
disaster_risk	benefit	1900	0.002	0.433	0.1377	0.1377
disaster_risk	cost	1900	0.002	1.0	0.0643	0.4485
disaster_risk	benefit	1950	0.004	0.217	0.1386	0.1386
disaster_risk	cost	1950	0.003	1.0	0.0673	0.4518
disaster_risk	cost	2000	0.007	1.0	0.0743	0.455
disaster_risk	benefit	2100	0.004	0.65	0.1412	0.1412
disaster_risk	benefit	2150	0.005	0.173	0.1421	0.1421
disaster_risk	cost	2150	0.001	1.0	0.0753	0.4647
disaster_risk	benefit	2200	0.008	0.108	0.1429	0.1429
disaster_risk	cost	2200	0.003	1.0	0.0783	0.468
disaster_risk	benefit	2300	0.002	0.867	0.1447	0.1447
disaster_risk	benefit	2350	0.027	0.05	0.146	0.1455
disaster_risk	benefit	2400	0.011	0.05	0.1466	0.1464
disaster_risk	cost	2400	0.005	1.0	0.0833	0.481
disaster_risk	cost	2450	0.006	1.0	0.0893	0.4859
disaster_risk	cost	2500	0.01	1.0	0.0993	0.4908
disaster_risk	benefit	2550	0.012	0.719	0.1552	0.1552
disaster_risk	benefit	2600	0.028	0.114	0.1584	0.1584
disaster_risk	cost	2600	0.012	1.0	0.1113	0.5005
disaster_risk	benefit	2650	0.01	0.4	0.1624	0.1624
disaster_risk	cost	2650	0.002	1.0	0.1133	0.5054
disaster_risk	cost	2700	0.008	1.0	0.1213	0.5103
disaster_risk	benefit	2750	0.009	0.978	0.1712	0.1712
disaster_risk	cost	2750	0.004	1.0	0.1253	0.5151
disaster_risk	benefit	2800	0.006	0.8	0.176	0.176
disaster_risk	cost	2800	0.023	1.0	0.1483	0.52
disaster_risk	benefit	2850	0.031	0.194	0.182	0.182
disaster_risk	cost	2850	0.033	1.0	0.1813	0.5281
disaster_risk	benefit	2900	0.028	0.214	0.188	0.188
disaster_risk	cost	2900	0.002	1.0	0.1833	0.5363
disaster_risk	benefit	2950	0.002	1.0	0.19	0.194
disaster_risk	cost	2950	0.004	1.0	0.1873	0.5444
disaster_risk	benefit	3000	0.015	0.667	0.2	0.2
disaster_risk	cost	3000	0.015	1.0	0.2023	0.5525
disease_exposure	benefit	50	0.1	1.0	0.1	0.1
disease_exposure	cost	50	0.031	1.0	0.031	0.1765
disease_exposure	benefit	100	0.0119	1.0	0.1119	0.112
disease_exposure	benefit	150	0.0101	1.0	0.122	0.122
disease_exposure	cost	150	0.015	1.0	0.046	0.1994
disease_exposure	benefit	200	0.0101	1.0	0.1321	0.132
disease_exposure	cost	200	0.006	1.0	0.052	0.2108
disease_exposure	benefit	250	0.0091	1.0	0.1412	0.141
disease_exposure	benefit	300	0.009	1.0	0.1502	0.15
disease_exposure	cost	300	0.03	1.0	0.082	0.2338
disease_exposure	benefit	350	0.0096	1.0	0.1598	0.1587
disease_exposure	benefit	400	0.0078	1.0	0.1676	0.1673
disease_exposure	cost	400	0.01	1.0	0.092	0.2567
disease_exposure	benefit	450	0.0106	1.0	0.1782	0.176
disease_exposure	cost	450	0.02	1.0	0.112	0.2681
disease_exposure	benefit	550	0.0141	1.0	0.1923	0.192
disease_exposure	benefit	600	0.008	1.0	0.2003	0.2
disease_exposure	cost	600	0.01	1.0	0.122	0.3025
disease_exposure	benefit	650	0.014	0.187	0.2029	0.2029
disease_exposure	cost	650	0.008	1.0	0.13	0.3057
disease_exposure	benefit	700	0.0346	0.084	0.2058	0.2058
disease_exposure	cost	700	0.006	1.0	0.136	0.3089
disease_exposure	cost	750	0.0016	1.0	0.1376	0.3121
disease_exposure	benefit	800	0.008	0.729	0.2117	0.2117
disease_exposure	cost	800	0.01	1.0	0.1476	0.3153
disease_exposure	benefit	850	0.0074	0.394	0.2146	0.2146
disease_exposure	cost	850	0.0198	1.0	0.1674	0.3185
disease_exposure	benefit	900	0.01	0.292	0.2175	0.2175
disease_exposure	cost	900	0.0104	1.0	0.1778	0.3217
disease_exposure	benefit	950	0.0017	1.0	0.2192	0.2204
disease_exposure	cost	950	0.005	1.0	0.1828	0.325
disease_exposure	benefit	1000	0.016	0.258	0.2233	0.2233
disease_exposure	cost	1000	0.0442	1.0	0.227	0.3282
disease_exposure	benefit	1050	0.0202	0.144	0.2263	0.2263
disease_exposure	cost	1050	0.0064	1.0	0.2334	0.3314
disease_exposure	benefit	1100	0.0164	0.178	0.2292	0.2292
disease_exposure	benefit	1150	0.006	0.486	0.2321	0.2321
disease_exposure	cost	1150	0.002	1.0	0.2354	0.3378
disease_exposure	benefit	1200	0.016	0.182	0.235	0.235
disease_exposure	cost	1200	0.003	1.0	0.2384	0.341
disease_exposure	benefit	1250	0.0065	0.449	0.2379	0.2379
disease_exposure	cost	1250	0.003	1.0	0.2414	0.3438
disease_exposure	benefit	1300	0.0063	0.463	0.2408	0.2408
disease_exposure	cost	1300	0.007	1.0	0.2484	0.3465
disease_exposure	benefit	1350	0.0036	0.81	0.2438	0.2438
disease_exposure	cost	1350	0.004	1.0	0.2524	0.3493
disease_exposure	benefit	1400	0.0018	1.0	0.2456	0.2467
disease_exposure	cost	1400	0.009	1.0	0.2614	0.352
disease_exposure	benefit	1450	0.0047	0.858	0.2496	0.2496
disease_exposure	cost	1450	0.004	1.0	0.2654	0.3548
disease_exposure	benefit	1500	0.0064	0.456	0.2525	0.2525
disease_exposure	cost	1500	0.009	1.0	0.2744	0.3575
disease_exposure	benefit	1550	0.0065	0.449	0.2554	0.2554
disease_exposure	cost	1550	0.007	1.0	0.2814	0.3603
disease_exposure	benefit	1600	0.0018	1.0	0.2572	0.2583
disease_exposure	cost	1600	0.0045	1.0	0.2859	0.363
disease_exposure	benefit	1650	0.0098	0.412	0.2612	0.2612
disease_exposure	cost	1650	0.006	1.0	0.2919	0.3658
disease_exposure	benefit	1700	0.0056	0.521	0.2642	0.2642
disease_exposure	cost	1700	0.005	1.0	0.2969	0.3685
disease_exposure	benefit	1750	0.0091	0.321	0.2671	0.2671
disease_exposure	cost	1750	0.011	1.0	0.3079	0.3713
disease_exposure	benefit	1800	0.0394	0.074	0.27	0.27
disease_exposure	cost	1800	0.0055	1.0	0.3134	0.374
disease_exposure	benefit	1850	0.018	0.211	0.2738	0.2738
disease_exposure	cost	1850	0.002	1.0	0.3154	0.3768
disease_exposure	benefit	1900	0.0055	0.689	0.2776	0.2776
disease_exposure	cost	1900	0.013	1.0	0.3284	0.3795
disease_exposure	benefit	1950	0.011	0.345	0.2814	0.2814
disease_exposure	cost	1950	0.017	1.0	0.3454	0.3823
disease_exposure	benefit	2000	0.0057	0.665	0.2852	0.2852
disease_exposure	cost	2000	0.0074	1.0	0.3528	0.385
disease_exposure	benefit	2050	0.008	0.474	0.289	0.289
disease_exposure	cost	2050	0.0055	1.0	0.3583	0.3878
disease_exposure	benefit	2100	0.0025	1.0	0.2915	0.2928
disease_exposure	cost	2100	0.0035	1.0	0.3618	0.3905
disease_exposure	benefit	2150	0.001	1.0	0.2925	0.2965
disease_exposure	cost	2150	0.006	1.0	0.3678	0.3932
disease_exposure	benefit	2200	0.001	1.0	0.2935	0.3003
disease_exposure	cost	2200	0.0055	1.0	0.3733	0.396
disease_exposure	benefit	2250	0.02	0.533	0.3041	0.3041
disease_exposure	cost	2250	0.0005	1.0	0.3738	0.3987
disease_exposure	benefit	2300	0.0045	0.843	0.3079	0.3079
disease_exposure	cost	2300	0.01	1.0	0.3838	0.4015
disease_exposure	benefit	2350	0.016	0.237	0.3117	0.3117
disease_exposure	cost	2350	0.004	1.0	0.3878	0.4042
disease_exposure	benefit	2400	0.0185	0.205	0.3155	0.3155
disease_exposure	cost	2400	0.002	1.0	0.3898	0.407
disease_exposure	benefit	2450	0.018	0.681	0.3277	0.3277
disease_exposure	cost	2450	0.005	1.0	0.3948	0.4111
disease_exposure	benefit	2500	0.011	1.0	0.3387	0.34
disease_exposure	cost	2500	0.0066	1.0	0.4014	0.4153
disease_exposure	benefit	2550	0.058	0.263	0.354	0.354
disease_exposure	cost	2550	0.013	1.0	0.4144	0.4194
disease_exposure	benefit	2600	0.024	0.583	0.368	0.368
disease_exposure	cost	2600	0.011	0.827	0.4235	0.4235
disease_exposure	benefit	2650	0.097	0.18	0.3855	0.3855
disease_exposure	cost	2650	0.0026	1.0	0.4261	0.4276
disease_exposure	benefit	2700	0.064	0.273	0.403	0.403
disease_exposure	cost	2700	0.0006	1.0	0.4267	0.4318
disease_exposure	benefit	2750	0.014	1.0	0.417	0.424
disease_exposure	cost	2750	0.01	0.917	0.4359	0.4359
disease_exposure	benefit	2800	0.076	0.368	0.445	0.445
disease_exposure	cost	2800	0.004	1.0	0.4399	0.44
disease_exposure	benefit	2850	0.028	0.937	0.4713	0.4713
disease_exposure	cost	2850	0.013	0.538	0.4469	0.4469
disease_exposure	benefit	2900	0.022	1.0	0.4933	0.4975
disease_exposure	cost	2900	0.001	1.0	0.4479	0.4537
disease_exposure	benefit	2950	0.017	1.0	0.5102	0.5238
disease_exposure	benefit	3000	0.0172	1.0	0.5274	0.55
dry_storage	benefit	50	0.135	1.0	0.135	0.135
dry_storage	benefit	100	0.02	1.0	0.155	0.162
dry_storage	benefit	200	0.05	1.0	0.205	0.2115
dry_storage	benefit	250	0.02	1.0	0.225	0.2362
dry_storage	benefit	300	0.03	1.0	0.255	0.261
dry_storage	benefit	450	0.02	1.0	0.275	0.351
dry_storage	benefit	500	0.05	1.0	0.325	0.384
dry_storage	benefit	750	0.008	1.0	0.333	0.4665
dry_storage	benefit	950	0.004	1.0	0.337	0.4885
dry_storage	benefit	1150	0.004	1.0	0.341	0.5105
dry_storage	benefit	1650	0.005	1.0	0.346	0.5655
dry_storage	benefit	1750	0.005	1.0	0.351	0.5765
dry_storage	benefit	1800	0.001	1.0	0.352	0.582
dry_storage	benefit	1950	0.005	1.0	0.357	0.604
dry_storage	benefit	2250	0.003	1.0	0.36	0.648
ecological_pressure	benefit	50	0.102	1.0	0.102	0.125
ecological_pressure	cost	50	0.03	1.0	0.03	0.2567
ecological_pressure	benefit	100	0.0379	1.0	0.1399	0.14
ecological_pressure	benefit	150	0.0125	1.0	0.1524	0.1525
ecological_pressure	cost	150	0.015	1.0	0.045	0.29
ecological_pressure	benefit	200	0.0125	1.0	0.1649	0.165
ecological_pressure	benefit	250	0.0113	1.0	0.1762	0.1763
ecological_pressure	cost	300	0.01	1.0	0.055	0.34
ecological_pressure	benefit	350	0.022	1.0	0.1982	0.1983
ecological_pressure	cost	350	0.006	1.0	0.061	0.3567
ecological_pressure	benefit	400	0.0108	1.0	0.209	0.2092
ecological_pressure	benefit	450	0.0108	1.0	0.2198	0.22
ecological_pressure	cost	450	0.01	1.0	0.071	0.39
ecological_pressure	benefit	500	0.01	1.0	0.2298	0.23
ecological_pressure	cost	500	0.01	1.0	0.081	0.4067
