id,line,name,target_year,band_low,band_high,research_years,status,shared_with,key_threshold,aliases,source_file
cargo_stowage_sequencing,logistics,Cargo stowage order,242,200,280,4,era,,,,docs/research/LOGISTICS_600_YEARS.md
storage_humidity_judging,logistics,Storage humidity judged by hand and smell,245,205,285,4,era,,,,docs/research/LOGISTICS_600_YEARS.md
market_timing_knowledge,logistics,Market timing knowledge,248,210,290,4,era,,,,docs/research/LOGISTICS_600_YEARS.md
crossing_point_survey,logistics,Crossing points surveyed,252,210,290,5,era,,,,docs/research/LOGISTICS_600_YEARS.md
four_wheeled_wagons,logistics,Four-wheeled wagons,260,220,300,10,new,,,,docs/research/LOGISTICS_600_YEARS.md
sail_panel_cutting,logistics,Square sail on river boats,272,230,310,12,catalog,,yes,,docs/research/LOGISTICS_600_YEARS.md
waypoint_cargo_transfer,logistics,Cargo transferred at waypoints,278,240,320,4,era,,,,docs/research/LOGISTICS_600_YEARS.md
alternate_route_scouting,logistics,Alternate routes scouted,282,240,320,4,era,,,,docs/research/LOGISTICS_600_YEARS.md
cache_capacity_accounting,logistics,Cache capacity accounted,285,245,325,5,era,,,,docs/research/LOGISTICS_600_YEARS.md
seasonal_trade_gathering,logistics,Seasonal trade gatherings,288,250,330,5,era,,,,docs/research/LOGISTICS_600_YEARS.md
supply_groups,logistics,Organized supply parties,292,250,330,6,catalog,security,,,docs/research/LOGISTICS_600_YEARS.md
cargo_seals,logistics,Cargo seals checked at dispatch and arrival,295,255,335,6,catalog,,,,docs/research/LOGISTICS_600_YEARS.md
haul_harness_weaving,logistics,Woven haul harness and drawbar,298,260,340,5,catalog,,,,docs/research/LOGISTICS_600_YEARS.md
graded_roads,logistics,Graded roads,300,260,340,15,catalog,infrastructure,yes,,docs/research/LOGISTICS_600_YEARS.md
cart_running_gear,logistics,Cart running gear matched to loads,305,265,345,6,catalog,,,,docs/research/LOGISTICS_600_YEARS.md
coastal_watercraft,logistics,Sewn-plank river and coastal boats,310,270,350,15,catalog,,yes,,docs/research/LOGISTICS_600_YEARS.md
timber_bridges,logistics,Timber footbridges,315,275,355,8,catalog,infrastructure,,,docs/research/LOGISTICS_600_YEARS.md
rope_laying,logistics,Laid rope for towing and rigging,320,280,360,5,catalog,,,,docs/research/LOGISTICS_600_YEARS.md
caulking_fiber_preparation,logistics,Caulking fiber prepared with pitch,325,285,365,4,catalog,,,,docs/research/LOGISTICS_600_YEARS.md
hull_seam_caulking,logistics,Hull seams caulked and pitched,330,290,370,5,catalog,,,,docs/research/LOGISTICS_600_YEARS.md
treenail_fastening,logistics,Tenon and treenail plank joints,335,295,375,6,catalog,,,,docs/research/LOGISTICS_600_YEARS.md
towpaths,logistics,Towpaths: boats hauled upstream by rope,340,300,380,5,new,,,,docs/research/LOGISTICS_600_YEARS.md
mast_making,logistics,Stepped mast and yard,345,305,385,6,catalog,,,,docs/research/LOGISTICS_600_YEARS.md
ferry_crossings,logistics,Fixed ferry crossings,350,310,390,5,new,,,,docs/research/LOGISTICS_600_YEARS.md
plank_spiling,logistics,Planks shaped to the hull curve,355,315,395,6,catalog,,,,docs/research/LOGISTICS_600_YEARS.md
central_storehouses,logistics,Central storehouses with sealed rooms and issue days,360,320,400,10,new,institutions,,,docs/research/LOGISTICS_600_YEARS.md
convoy_load_distribution,logistics,Loads spread across a convoy,370,330,410,5,era,,,,docs/research/LOGISTICS_600_YEARS.md
store_airflow_arrangement,logistics,Store airflow arrangement,375,335,415,5,era,,,,docs/research/LOGISTICS_600_YEARS.md
trade_route_risk_assessment,logistics,Trade route risk assessment,380,340,420,5,era,,,,docs/research/LOGISTICS_600_YEARS.md
waystation_spacing_judgment,logistics,Waystation spacing,385,345,425,5,era,,,,docs/research/LOGISTICS_600_YEARS.md
onager_hybrid_teams,logistics,Onager-hybrid teams for four-wheeled wagons,390,350,430,10,new,,,,docs/research/LOGISTICS_600_YEARS.md
paved_haul_roads,logistics,Stone-paved haul roads from quarries,395,355,435,10,new,infrastructure,,,docs/research/LOGISTICS_600_YEARS.md
stone_jetty_harbors,logistics,Sheltered harbor with a stone jetty,400,360,440,12,new,,yes,,docs/research/LOGISTICS_600_YEARS.md
wetted_track_sledging,logistics,Heavy sledges on wetted timber tracks,405,365,445,6,new,,,,docs/research/LOGISTICS_600_YEARS.md
navigation_canals,logistics,Canal cuts for boat traffic,410,370,450,12,new,infrastructure,,,docs/research/LOGISTICS_600_YEARS.md
hogging_truss_hulls,logistics,Seagoing hulls stiffened with a hogging truss,415,375,455,10,new,,,,docs/research/LOGISTICS_600_YEARS.md
grain_barge_fleets,logistics,Grain barges moved in fleets on canals,425,385,465,6,new,,,,docs/research/LOGISTICS_600_YEARS.md
donkey_caravans,logistics,Donkey caravans on fixed seasonal routes,435,395,475,10,new,,yes,,docs/research/LOGISTICS_600_YEARS.md
standard_transport_jars,logistics,Standard-size transport jars,445,405,485,6,new,,,,docs/research/LOGISTICS_600_YEARS.md
road_stations,logistics,Road stations with wells and lodging,455,415,495,8,new,,,,docs/research/LOGISTICS_600_YEARS.md
domesticated_mounts,logistics,Horses broken to draft and riding,475,435,515,15,catalog,,yes,,docs/research/LOGISTICS_600_YEARS.md
hired_carriers,logistics,Hired carriers and boatmen by contract,485,445,525,5,new,institutions,,,docs/research/LOGISTICS_600_YEARS.md
spoke_tenon_cutting,logistics,Spokes tenoned into hub and felloe rim,490,450,530,8,catalog,,,,docs/research/LOGISTICS_600_YEARS.md
spoked_wheel_assembly,logistics,Light spoked wheels,500,460,540,12,catalog,,yes,,docs/research/LOGISTICS_600_YEARS.md
island_hopping_sailing,logistics,Island-hopping sea crossings under sail,510,470,550,15,new,,yes,,docs/research/LOGISTICS_600_YEARS.md
mountain_pack_trains,logistics,Pack trains of tin and cloth over mountain passes,518,480,560,8,new,,,,docs/research/LOGISTICS_600_YEARS.md
merchant_quarters_abroad,logistics,Resident merchant quarters in foreign towns,525,485,565,8,new,demography,,demography@520: Resident traders' quarter in a foreign town,docs/research/LOGISTICS_600_YEARS.md
pilots_sea_lanes,logistics,Pilots and known sea lanes between harbors,540,500,580,6,new,,,,docs/research/LOGISTICS_600_YEARS.md
sailing_calendar,logistics,Seasonal sailing calendar for sea trade,550,510,590,6,new,,,,docs/research/LOGISTICS_600_YEARS.md
harbor_warehouses,logistics,Harbor warehouse districts,560,520,600,10,new,,,,docs/research/LOGISTICS_600_YEARS.md
consignment_lists,logistics,Sealed consignment lists travel with cargo,590,550,630,5,new,knowledge,,,docs/research/LOGISTICS_600_YEARS.md
relay_team_stations,logistics,Fresh-team stations on main roads,600,560,640,8,new,,,,docs/research/LOGISTICS_600_YEARS.md
seasonal_patterns,ecology,Seasonal round: plants and animals return on cycles,2,0,6,1.5,catalog,,,,docs/research/ECOLOGY_600_YEARS.md
timber_grading,ecology,"Timber grading: which woods split, bend or last",3,0,7,1.5,catalog,,,,docs/research/ECOLOGY_600_YEARS.md
fiber_grading,ecology,Fiber grading,4,0,8,1.5,catalog,,,,docs/research/ECOLOGY_600_YEARS.md
quarry_reading,ecology,Reading the quarry face,5,1,9,2,catalog,,,,docs/research/ECOLOGY_600_YEARS.md
streambank_vegetation_watch,ecology,Bare streambanks wash away,6,1,11,1.5,era,,,,docs/research/ECOLOGY_600_YEARS.md
herd_size_limits,ecology,Herd size kept within the browse,8,3,13,2,era,,,,docs/research/ECOLOGY_600_YEARS.md
fallow_thicket_regrowth,ecology,Fallow thickets regrow,9,3,15,1.5,era,,,,docs/research/ECOLOGY_600_YEARS.md
midden_siting_away_from_water,ecology,Middens kept away from water,10,4,16,1.5,era,,,,docs/research/ECOLOGY_600_YEARS.md
topsoil_depth_reading,ecology,Topsoil depth read with a digging stick,11,5,17,2,era,,,,docs/research/ECOLOGY_600_YEARS.md
browse_line_monitoring,ecology,Browse-line watching,12,5,19,2,era,,,,docs/research/ECOLOGY_600_YEARS.md
burn_scar_regrowth_tracking,ecology,Burn-scar regrowth tracked,13,6,20,2,era,,,,docs/research/ECOLOGY_600_YEARS.md
cookfire_smoke_venting_habit,ecology,Cookfire smoke vented,14,7,21,1.5,era,,,,docs/research/ECOLOGY_600_YEARS.md
phenology_signs,ecology,Flowering and bird-return signs for seasonal moves,18,10,26,2,new,,,,docs/research/ECOLOGY_600_YEARS.md
controlled_undergrowth_burning,ecology,Controlled burning of undergrowth for forage and game,20,11,29,3,new,,,,docs/research/ECOLOGY_600_YEARS.md
spawning_calendar,ecology,Fish-run and spawning season calendar,24,14,34,3,new,,,,docs/research/ECOLOGY_600_YEARS.md
firebreaks,ecology,Firebreaks cleared around camps and fields,28,17,39,3,new,,,,docs/research/ECOLOGY_600_YEARS.md
indicator_plants,ecology,Indicator plants for good and poor ground,30,18,42,3,new,,,,docs/research/ECOLOGY_600_YEARS.md
breeding_stock_sparing,ecology,Breeding females and young spared in the hunt,35,21,49,3,new,,,,docs/research/ECOLOGY_600_YEARS.md
swidden_cycle,ecology,"Swidden cycle: clear, crop, leave to regrow",40,25,55,4,new,,,,docs/research/ECOLOGY_600_YEARS.md
leaf_fodder_pollarding,ecology,Pollarded trees cut for leaf fodder,45,29,61,4,new,,,,docs/research/ECOLOGY_600_YEARS.md
hive_sparing_honey_harvest,ecology,Wild-hive honey taken without killing the colony,50,30,70,3,new,,,,docs/research/ECOLOGY_600_YEARS.md
drought_signs,ecology,Drought signs: failing springs and early-drying pools,55,35,75,3,new,,,,docs/research/ECOLOGY_600_YEARS.md
transhumance,ecology,Transhumance: herds moved to summer pasture,60,40,80,5,new,,,,docs/research/ECOLOGY_600_YEARS.md
shellfish_bed_recovery,ecology,Shellfish beds left to recover,65,45,85,3,new,,,,docs/research/ECOLOGY_600_YEARS.md
downwind_workshop_placement,ecology,Workshops placed downwind,75,50,100,3,era,,,,docs/research/ECOLOGY_600_YEARS.md
slope_erosion_watch,ecology,Gullies on cleared slopes watched and avoided,78,50,105,3,era,,,,docs/research/ECOLOGY_600_YEARS.md
spawning_ground_avoidance,ecology,Spawning grounds avoided,80,55,105,3,era,,,,docs/research/ECOLOGY_600_YEARS.md
frost_pocket_reading,ecology,Frost pockets and sun slopes read,85,55,115,3,new,,,,docs/research/ECOLOGY_600_YEARS.md
pest_swarm_watch,ecology,Locust and pest-swarm watch,90,60,120,4,new,,,,docs/research/ECOLOGY_600_YEARS.md
sacred_grove_protection,ecology,Sacred groves and springs left uncut,100,65,135,4,new,culture,,,docs/research/ECOLOGY_600_YEARS.md
contour_terrace_reading,ecology,Terraces laid along the contour,105,70,140,5,era,,,,docs/research/ECOLOGY_600_YEARS.md
seasonal_hunting_closures,ecology,Seasonal hunting closures,108,75,145,4,era,,,,docs/research/ECOLOGY_600_YEARS.md
selective_deadwood_gathering,ecology,Only deadwood gathered for fuel,110,75,145,3,era,,,,docs/research/ECOLOGY_600_YEARS.md
tannery_waste_channeling,ecology,Tannery waste channeled away,112,75,150,4,era,,,,docs/research/ECOLOGY_600_YEARS.md
seed_scatter_after_gathering,ecology,Seed scattered back after gathering,120,80,160,3,era,,,,docs/research/ECOLOGY_600_YEARS.md
reed_bed_rotation,ecology,Reed beds cut in rotation,130,90,170,4,new,,,,docs/research/ECOLOGY_600_YEARS.md
copper_outcrop_signs,ecology,Green-stained rock as a sign of copper,140,100,180,5,new,production,,,docs/research/ECOLOGY_600_YEARS.md
communal_catch_limits,ecology,Communal catch limits,150,110,190,5,era,,yes,,docs/research/ECOLOGY_600_YEARS.md
refuse_pit_rotation,ecology,Refuse pits used in rotation,152,110,190,3,era,,,,docs/research/ECOLOGY_600_YEARS.md
windbreak_hedgerow_siting,ecology,Windbreak hedgerows left standing,155,115,195,4,era,,,,docs/research/ECOLOGY_600_YEARS.md
root_stock_preservation,ecology,Root stock left in the ground,158,120,200,3,era,,,,docs/research/ECOLOGY_600_YEARS.md
flood_silt_fields,ecology,Flood-silt ground chosen for fields,170,130,210,5,new,,,,docs/research/ECOLOGY_600_YEARS.md
wood_pasture,ecology,Wood-pasture: grazing under thinned trees,180,140,220,5,new,,,,docs/research/ECOLOGY_600_YEARS.md
coppice_regrowth_cutting,ecology,Coppice cut for straight regrowth,195,155,235,8,era,,yes,,docs/research/ECOLOGY_600_YEARS.md
dye_vat_runoff_control,ecology,Dye-vat runoff kept from streams,198,160,240,4,era,,,,docs/research/ECOLOGY_600_YEARS.md
sapling_protection_customs,ecology,Saplings protected from browsing,200,160,240,4,era,,,,docs/research/ECOLOGY_600_YEARS.md
grazing_ground_recovery_marking,ecology,Trampled pasture marked for recovery,210,170,250,4,era,,,,docs/research/ECOLOGY_600_YEARS.md
dung_cake_fuel,ecology,Dung-cake fuel where wood grows scarce,220,180,260,4,new,production,,,docs/research/ECOLOGY_600_YEARS.md
replanting_after_clearance,ecology,Replanting after clearance,225,185,265,6,era,,,,docs/research/ECOLOGY_600_YEARS.md
grazing_rotation_customs,ecology,Grazing rotation customs,228,190,270,6,era,,yes,,docs/research/ECOLOGY_600_YEARS.md
timber_stand_reserves,ecology,Timber stands held in reserve,232,190,270,6,era,,,,docs/research/ECOLOGY_600_YEARS.md
kiln_smoke_venting_customs,ecology,Kiln smoke vented away from homes,238,200,280,4,era,,,,docs/research/ECOLOGY_600_YEARS.md
waterlogging_recognition,ecology,Waterlogged ground recognized on over-watered plots,250,210,290,5,new,,,,docs/research/ECOLOGY_600_YEARS.md
riparian_tree_belts,ecology,Tree belts along stream and canal banks,265,225,305,6,new,,,,docs/research/ECOLOGY_600_YEARS.md
fuelwood_rotation,ecology,Fuelwood gathered in rotation around the settlement,275,235,315,5,new,,,,docs/research/ECOLOGY_600_YEARS.md
spring_head_fencing,ecology,Spring heads fenced from trampling herds,280,240,320,4,new,,,,docs/research/ECOLOGY_600_YEARS.md
named_soil_kinds,ecology,"Named soil kinds: heavy, light, sandy, salty",290,250,330,6,new,,,,docs/research/ECOLOGY_600_YEARS.md
salinity_recognition,ecology,Salt crust recognized on irrigated fields,305,265,345,8,new,,yes,,docs/research/ECOLOGY_600_YEARS.md
riverbank_shift_watch,ecology,Shifting riverbanks watched before siting fields,312,270,350,5,new,,,,docs/research/ECOLOGY_600_YEARS.md
salt_leaching_fallow,ecology,Salted fields leached with fresh water and rested,320,280,360,10,new,,,,docs/research/ECOLOGY_600_YEARS.md
wetland_margin_reserves,ecology,"Wetland edges kept for fish, fowl and reeds",330,290,370,5,new,,,,docs/research/ECOLOGY_600_YEARS.md
stubble_grazing,ecology,"Stubble grazed after harvest, herds kept off before",340,300,380,5,new,nutrition,,,docs/research/ECOLOGY_600_YEARS.md
pit_pond_reclamation,ecology,Spent clay and stone pits turned into ponds,350,310,390,4,new,,,,docs/research/ECOLOGY_600_YEARS.md
recovery_zone_designation,ecology,Recovery zones set aside,360,320,400,6,era,,,,docs/research/ECOLOGY_600_YEARS.md
watershed_boundary_marking,ecology,Watershed boundaries marked,362,320,400,6,era,,,,docs/research/ECOLOGY_600_YEARS.md
resource_use_quotas,ecology,Resource-use quotas,365,325,405,8,era,,yes,,docs/research/ECOLOGY_600_YEARS.md
workshop_effluent_separation,ecology,Workshop effluent kept separate,368,330,410,5,era,,,,docs/research/ECOLOGY_600_YEARS.md
distant_timber_reserves,ecology,Distant forests known as reserves of long timber,385,345,425,6,new,,,,docs/research/ECOLOGY_600_YEARS.md
salt_tolerant_barley,ecology,Barley favored on saltier ground,415,375,455,6,new,nutrition,,,docs/research/ECOLOGY_600_YEARS.md
water_table_fallow,ecology,Fields rested between water turns to lower the water table,430,390,470,10,new,,yes,,docs/research/ECOLOGY_600_YEARS.md
timed_silt_clearance,ecology,"Silt clearance timed to low water, spoil kept off fields",440,400,480,6,new,infrastructure,,,docs/research/ECOLOGY_600_YEARS.md
layered_shade_gardens,ecology,Layered shade gardens under palms and fruit trees,450,410,490,8,new,nutrition,,,docs/research/ECOLOGY_600_YEARS.md
seasonal_herd_matching,ecology,Herd counts matched to pasture by season,460,420,500,6,new,,,,docs/research/ECOLOGY_600_YEARS.md
dune_spread_watch,ecology,Blown sand and dune spread watched at the desert edge,470,430,510,5,new,,,,docs/research/ECOLOGY_600_YEARS.md
deforestation_flood_link,ecology,Bare hills recognized as a cause of fast floods,480,440,520,8,new,,,,docs/research/ECOLOGY_600_YEARS.md
mixed_flock_balance,ecology,Goat and sheep mix matched to browse and grass,490,450,530,5,new,,,,docs/research/ECOLOGY_600_YEARS.md
sworn_fishing_closures,ecology,Fishing-season closures sworn between villages,500,460,540,6,new,,,,docs/research/ECOLOGY_600_YEARS.md
fish_run_weir_opening,ecology,Weirs opened on set days for the fish run,510,470,550,5,new,,,,docs/research/ECOLOGY_600_YEARS.md
vermin_control_cats,ecology,Cats encouraged around stores and fields against vermin,515,475,555,5,new,,,,docs/research/ECOLOGY_600_YEARS.md
shared_woodland_boundaries,ecology,Woodland boundaries shared between villages,520,480,560,6,new,institutions,,,docs/research/ECOLOGY_600_YEARS.md
mine_spoil_containment,ecology,Mine and smelting spoil kept from streams,530,490,570,6,new,production,,,docs/research/ECOLOGY_600_YEARS.md
timed_grass_burning,ecology,Grass burning timed to spare young growth,540,500,580,5,new,,,,docs/research/ECOLOGY_600_YEARS.md
coppiced_charcoal_woods,ecology,Charcoal woods cut in long rotation for smelting,550,510,590,8,new,,,,docs/research/ECOLOGY_600_YEARS.md
farmers_almanac,ecology,Written farmer's almanac of seasons and pests,560,520,600,10,new,knowledge,yes,,docs/research/ECOLOGY_600_YEARS.md
planted_timber_groves,ecology,Planted poplar and tamarisk groves for timber,575,535,615,8,new,,,,docs/research/ECOLOGY_600_YEARS.md
sworn_grazing_rights,ecology,Grazing rights sworn between herders and farmers,590,550,630,6,new,,,,docs/research/ECOLOGY_600_YEARS.md
protected_temple_woods,ecology,Protected woods for temple and palace building timber,600,560,640,8,new,,,,docs/research/ECOLOGY_600_YEARS.md
watch_rotation,security,Organized night watch,2,0,6,1.5,catalog,,,,docs/research/SECURITY_600_YEARS.md
alarm_relay_signals,security,Alarm calls relayed between huts,3,0,7,1.5,era,,,,docs/research/SECURITY_600_YEARS.md
dawn_readiness_drill,security,Dawn readiness: arms at hand at first light,4,0,8,1.5,era,,,,docs/research/SECURITY_600_YEARS.md
emergency_food_caching,security,Emergency food caches for bad times,5,1,9,1.5,era,,,,docs/research/SECURITY_600_YEARS.md
refuge_point_marking,security,Refuge points marked,6,1,11,1.5,era,,,,docs/research/SECURITY_600_YEARS.md
hafted_weapons,security,Thrusting spear with a hafted stone point,7,2,12,2,catalog,,,,docs/research/SECURITY_600_YEARS.md
hazard_memory_recitation,security,Hazards remembered in recited lore,8,3,13,1.5,era,,,,docs/research/SECURITY_600_YEARS.md
bow_craft,security,Self bow and fletched arrows,9,3,15,2,catalog,,,,docs/research/SECURITY_600_YEARS.md
sparring_customs,security,Sparring customs,10,4,16,2,era,,,,docs/research/SECURITY_600_YEARS.md
war_slings,security,War sling with chosen stones,12,5,19,2,new,,,,docs/research/SECURITY_600_YEARS.md
hide_wicker_shields,security,Hide and wicker shields,15,7,23,3,new,,,,docs/research/SECURITY_600_YEARS.md
throwing_spears,security,Light throwing spears,18,10,26,2,new,,,,docs/research/SECURITY_600_YEARS.md
stone_maceheads,security,Stone mace heads,20,11,29,3,new,,,,docs/research/SECURITY_600_YEARS.md
ambush_raids,security,Ambush and dawn-raid practice,22,12,32,3,new,,,,docs/research/SECURITY_600_YEARS.md
herd_recovery_pursuit,security,Pursuit to recover raided herds,25,15,35,3,new,,,,docs/research/SECURITY_600_YEARS.md
clay_sling_bullets,security,Fired-clay sling bullets,35,21,49,3,new,,,,docs/research/SECURITY_600_YEARS.md
raid_scouting,security,Scouts sent ahead of a raiding party,40,25,55,3,new,,,,docs/research/SECURITY_600_YEARS.md
thorn_barriers,security,Thorn and brush barriers around camps,45,29,61,3,new,,,,docs/research/SECURITY_600_YEARS.md
weapon_free_gatherings,security,Weapons laid aside at shared gatherings,50,30,70,3,new,,,,docs/research/SECURITY_600_YEARS.md
hostage_exchange,security,Hostage exchange to seal a peace,55,35,75,4,new,,,,docs/research/SECURITY_600_YEARS.md
defensive_ditch_siting,security,Defensive ditches sited on the approaches,70,45,95,6,era,,yes,,docs/research/SECURITY_600_YEARS.md
disaster_recovery_roles,security,Disaster recovery roles,78,50,105,3,era,,,,docs/research/SECURITY_600_YEARS.md
truce_sanctuary,security,Truce seasons and sanctuary places,85,55,115,4,new,,,,docs/research/SECURITY_600_YEARS.md
ditch_palisades,security,Timber palisade on the ditch bank,90,60,120,6,new,,,,docs/research/SECURITY_600_YEARS.md
perimeter_patrol_customs,security,Perimeter patrol customs,95,65,125,3,era,,,,docs/research/SECURITY_600_YEARS.md
barred_palisade_gates,security,Gated palisade entrances barred at night,100,65,135,4,new,,,,docs/research/SECURITY_600_YEARS.md
post_disaster_headcount_custom,security,Headcount after a disaster,105,70,140,3,era,,,,docs/research/SECURITY_600_YEARS.md
hilltop_refuges,security,Stone-walled hilltop refuges,110,75,145,6,new,infrastructure,,,docs/research/SECURITY_600_YEARS.md
joint_hamlet_defense_pacts,security,Joint defense pacts between hamlets,120,80,160,5,era,,,,docs/research/SECURITY_600_YEARS.md
signal_command_drill,security,Signal commands in a fight,125,85,165,4,era,,,,docs/research/SECURITY_600_YEARS.md
paired_veteran_mentoring,security,Veterans paired with young fighters,135,95,175,4,era,,,,docs/research/SECURITY_600_YEARS.md
cast_copper_weapons,security,Cast copper points and blades,145,105,185,8,new,production,,,docs/research/SECURITY_600_YEARS.md
neighbor_shelter_pledges,security,Neighbors pledge shelter,150,110,190,4,era,,,,docs/research/SECURITY_600_YEARS.md
rotating_watch_captaincy,security,Rotating watch captaincy,152,110,190,4,era,,,,docs/research/SECURITY_600_YEARS.md
fallback_route_marking,security,Fallback routes marked,158,120,200,4,era,,,,docs/research/SECURITY_600_YEARS.md
market_peacekeepers,security,Armed peacekeepers at markets and festivals,180,140,220,4,new,,,,docs/research/SECURITY_600_YEARS.md
copper_maceheads,security,Copper mace heads,190,150,230,5,new,,,,docs/research/SECURITY_600_YEARS.md
mutual_aid_pacts,security,Mutual aid pacts,195,155,235,5,era,,,,docs/research/SECURITY_600_YEARS.md
copper_daggers,security,Copper daggers,200,160,240,6,new,,,,docs/research/SECURITY_600_YEARS.md
rotating_command_practice,security,Command passed in rotation,210,170,250,4,era,,,,docs/research/SECURITY_600_YEARS.md
coordinated_retreat_drill,security,Coordinated retreat drill,225,185,265,5,era,,,,docs/research/SECURITY_600_YEARS.md
gate_watchtowers,security,Watchtowers beside the gate,230,190,270,6,new,,,,docs/research/SECURITY_600_YEARS.md
alarm_relay_customs,security,Alarm relay customs,240,200,280,4,era,,,,docs/research/SECURITY_600_YEARS.md
night_gate_challenge,security,Night gate closing and challenge of strangers,250,210,290,4,new,,,,docs/research/SECURITY_600_YEARS.md
common_armory,security,Common weapon store and issue,260,220,300,5,new,,,,docs/research/SECURITY_600_YEARS.md
multi_post_command_relay,security,Commands relayed across several posts,270,230,310,5,era,,,,docs/research/SECURITY_600_YEARS.md
rotating_relief_wardens,security,Rotating relief wardens,272,230,310,4,era,,,,docs/research/SECURITY_600_YEARS.md
combined_drill_musters,security,Combined-drill musters,285,245,325,5,era,,,,docs/research/SECURITY_600_YEARS.md
household_muster,security,Household muster of able fighters,290,250,330,6,new,institutions,,,docs/research/SECURITY_600_YEARS.md
formation_drill,security,Fighting in ranks on command,295,255,335,8,catalog,,,,docs/research/SECURITY_600_YEARS.md
field_fortifications,security,Field ramparts and ditches on campaign,300,260,340,8,catalog,,,,docs/research/SECURITY_600_YEARS.md
fortified_stores,security,Fortified storehouses,305,265,345,8,catalog,,,,docs/research/SECURITY_600_YEARS.md
shield_wall,security,Shield-wall discipline,310,270,350,10,catalog,,yes,,docs/research/SECURITY_600_YEARS.md
wall_missile_posts,security,Archers and slingers posted along the town wall,330,290,370,6,new,,yes,,docs/research/SECURITY_600_YEARS.md
flanked_gate_complex,security,Gate complex with flanking towers,340,300,380,8,new,,,,docs/research/SECURITY_600_YEARS.md
copper_battle_axes,security,Cast copper battle-axes,350,310,390,6,new,,,,docs/research/SECURITY_600_YEARS.md
layered_defense_coordination,security,Layered defense coordination,360,320,400,6,era,,,,docs/research/SECURITY_600_YEARS.md
palace_guard,security,Palace guard of household retainers,370,330,410,6,new,,,,docs/research/SECURITY_600_YEARS.md
massed_formation_training,security,Massed formation training,380,340,420,8,era,,,,docs/research/SECURITY_600_YEARS.md
battle_wagons,security,Four-wheeled battle wagons drawn by onager hybrids,390,350,430,10,new,logistics,,,docs/research/SECURITY_600_YEARS.md
standing_relief_stores,security,Standing relief stores,395,355,435,6,era,,,,docs/research/SECURITY_600_YEARS.md
bronze_weaponry,security,Standardized bronze arms,400,360,440,15,catalog,,yes,,docs/research/SECURITY_600_YEARS.md
copper_helmets,security,Copper helmets and studded cloaks,405,365,445,6,new,,,,docs/research/SECURITY_600_YEARS.md
deep_phalanx,security,Deep phalanx with long spears and large shields,415,375,455,10,new,,,,docs/research/SECURITY_600_YEARS.md
scaling_ladders_rams,security,Scaling ladders and battering beams against walls,420,380,460,8,new,,,,docs/research/SECURITY_600_YEARS.md
standing_paid_company,security,Standing paid company kept by the ruler,440,400,480,10,new,,yes,,docs/research/SECURITY_600_YEARS.md
socketed_spearheads,security,Socketed bronze spearheads,450,410,490,6,new,,,,docs/research/SECURITY_600_YEARS.md
composite_bow,security,Composite bow,460,420,500,12,new,,yes,,docs/research/SECURITY_600_YEARS.md
sentry_watchwords,security,Watchwords for sentries and messengers,470,430,510,4,new,,,,docs/research/SECURITY_600_YEARS.md
siege_ramps_mining,security,Siege ramps and mining under walls,480,440,520,8,new,,,,docs/research/SECURITY_600_YEARS.md
war_chariots,security,Light war chariots,500,460,540,15,catalog,,yes,,docs/research/SECURITY_600_YEARS.md
shield_equipment_fitting,security,Shields fitted for chariot and foot,505,465,545,5,catalog,,,,docs/research/SECURITY_600_YEARS.md
border_fortress_chains,security,Border fortress chain with signal posts,520,480,560,10,new,,,,docs/research/SECURITY_600_YEARS.md
sickle_sword,security,Bronze sickle-sword,525,485,565,6,new,,,,docs/research/SECURITY_600_YEARS.md
chariot_crews,security,Chariot crews: driver and archer trained together,530,490,570,6,new,,,,docs/research/SECURITY_600_YEARS.md
glacis_ramparts,security,Glacis rampart before the walls,540,500,580,8,new,,,,docs/research/SECURITY_600_YEARS.md
written_patrol_reports,security,Border patrols send written reports,545,505,585,5,new,,,,docs/research/SECURITY_600_YEARS.md
allied_contingents,security,Allied and hired contingents in the field,550,510,590,6,new,institutions,,,docs/research/SECURITY_600_YEARS.md
casemate_walls,security,Casemate walls,560,520,600,8,new,,,,docs/research/SECURITY_600_YEARS.md
bronze_rapiers,security,Bronze rapiers and long daggers,575,535,615,6,new,,,,docs/research/SECURITY_600_YEARS.md
scale_armor_attachment,security,Bronze scale armor for chariot crews,590,550,630,8,catalog,,,,docs/research/SECURITY_600_YEARS.md
field_armorer_teams,security,Field armorer teams mend arms on campaign,600,560,640,6,catalog,,,,docs/research/SECURITY_600_YEARS.md
